petition_id,abstract,label,numberOfSignatures
1600,47,11,7
1601,31,11,14
1602,52,12,36
1603,49,5,16487
1604,27,10,25897
1605,45,10,804
1606,35,15,3735
1607,40,14,106409
1608,19,16,7
1609,12,9,72
1610,55,15,31
1611,46,11,16
1612,48,13,11
1613,25,12,41
1614,52,13,4733
1615,48,9,190
1616,43,13,6
1617,48,11,55
1618,56,12,111
1619,50,13,8
1620,46,6,17
1621,43,11,122
1622,48,15,547
1623,25,9,1193
1624,58,11,15
1625,49,11,27
1626,48,11,1123
1627,28,6,274
1628,42,9,9
1629,44,13,9
1630,44,11,27
1631,63,15,7343
1632,35,16,67
1633,43,10,62
1634,48,10,561
1635,61,10,404
1636,49,10,7
1637,47,9,29
1638,39,10,21
1639,53,11,15
1640,43,6,7
1641,47,13,1105
1642,38,9,282
1643,54,6,815
1644,48,10,21
1645,48,11,11
1646,21,13,16
1647,58,16,102
1648,42,12,25
1649,46,9,16
1650,17,14,8
1651,42,9,52
1652,57,12,36
1653,49,17,33
1654,32,9,55
1655,34,5,9
1656,38,6,612
1657,42,10,153
1658,51,9,14
1659,12,11,10
1660,53,11,47
1661,37,9,60
1662,55,9,45
1663,57,18,9
1664,49,14,48
1665,44,10,19
1666,58,13,18
1667,34,12,12
1668,51,8,40
1669,48,14,27
1670,27,15,36
1671,53,15,476
1672,52,16,19
1673,48,13,581
1674,50,15,49
1675,27,12,83
1676,45,14,110137
1677,45,14,32
1678,48,9,11
1679,51,12,2277
1680,53,14,65
1681,57,12,33
1682,49,13,47
1683,48,14,113
1684,39,11,14030
1685,49,9,18
1686,44,10,45
1687,46,14,34
1688,30,11,40
1689,47,12,17
1690,26,7,119
1691,36,7,2523
1692,50,11,64
1693,51,12,62
1694,25,8,130
1695,45,15,22
1696,47,12,19
1697,45,11,763
1698,37,12,228
1699,50,9,57
1700,42,13,19
1701,18,8,17
1702,50,13,87
1703,43,11,2870
1704,34,7,421
1705,37,13,64
1706,48,15,19443
1707,18,10,5078
1708,43,6,24
1709,50,12,212
1710,50,11,13
1711,36,7,84
1712,50,11,32
1713,44,11,17
1714,53,13,45800
1715,44,10,7
1716,50,11,44
1717,30,3,42
1718,55,11,23
1719,40,11,39
1720,34,12,27
1721,43,13,448
1722,43,12,137
1723,37,10,26
1724,42,10,19396
1725,43,15,67
1726,41,14,7
1727,41,14,35
1728,46,13,113
1729,17,8,128
1730,53,11,609
1731,40,13,2157
1732,52,10,2746
1733,47,12,1721
1734,44,12,20
1735,49,7,16723
1736,16,12,21
1737,18,16,26
1738,47,13,60
1739,43,8,19
1740,35,5,21012
1741,44,9,5309
1742,53,9,318
1743,41,14,32
1744,51,7,465
1745,36,10,23
1746,49,13,56
1747,19,14,20
1748,47,5,384
1749,43,7,12
1750,35,10,10
1751,49,8,187
1752,54,13,8827
1753,37,11,1623
1754,45,10,7154
1755,44,12,34
1756,51,4,107
1757,51,11,17
1758,36,11,4285
1759,50,13,18
1760,32,8,11
1761,51,13,16
1762,55,10,34
1763,46,8,44
1764,36,4,8
1765,47,17,64
1766,49,9,31
1767,54,15,59
1768,47,13,21
1769,49,11,12
1770,48,13,29
1771,46,13,6295
1772,45,14,16
1773,47,13,45
1774,53,10,48
1775,48,10,17
1776,32,13,36
1777,45,14,239
1778,49,6,8
1779,23,11,494
1780,31,6,31
1781,51,14,641
1782,50,12,29
1783,37,11,52
1784,54,6,208
1785,47,11,5700
1786,46,10,21
1787,48,12,52
1788,44,12,134
1789,42,14,318
1790,54,16,106
1791,36,5,23
1792,50,12,11455
1793,39,9,43
1794,46,10,10
1795,56,12,27
1796,47,14,145
1797,48,15,162
1798,20,10,39
1799,51,13,46
1800,47,9,28546
1801,50,12,25
1802,40,10,273
1803,45,9,1746
1804,49,13,72
1805,18,17,9
1806,50,10,13
1807,31,6,28
1808,53,12,1471
1809,41,9,257
1810,46,12,99
1811,44,12,8
1812,47,13,71
1813,51,14,45994
1814,35,12,56
1815,52,12,1148
1816,48,9,89
1817,51,8,19
1818,36,9,211
1819,45,9,2182
1820,54,8,16047
1821,7,10,11
1822,29,8,28
1823,52,9,100752
1824,54,13,2028
1825,53,8,8
1826,34,14,13194
1827,46,10,116
1828,46,11,289
1829,52,13,55
1830,44,15,40
1831,45,8,27
1832,29,14,15
1833,34,4,160
1834,45,13,33
1835,30,12,49
1836,50,14,25528
1837,53,11,8
1838,44,10,148
1839,34,8,19
1840,33,14,172
1841,21,6,110
1842,43,14,1312
1843,48,12,40
1844,51,12,20
1845,51,14,10
1846,52,13,54
1847,47,12,7
1848,41,12,783
1849,48,12,129
1850,40,11,132
1851,50,12,14297
1852,42,9,7
1853,35,14,8
1854,56,9,9
1855,54,13,93
1856,51,13,64
1857,47,12,17
1858,24,13,924
1859,48,14,101
1860,60,7,6
1861,50,11,125
1862,49,12,4704
1863,51,14,27
1864,53,10,13
1865,30,6,22
1866,46,13,102
1867,35,10,38
1868,32,9,17
1869,44,8,173
1870,37,12,192
1871,48,6,29
1872,50,14,11
1873,44,14,3118
1874,53,15,112
1875,54,13,262
1876,40,12,11
1877,44,9,15
1878,52,16,30
1879,21,6,23
1880,50,3,212
1881,38,8,386
1882,49,11,22
1883,45,14,2670
1884,45,11,11
1885,40,10,13
1886,46,6,30
1887,51,10,418
1888,32,4,74
1889,37,12,26
1890,53,13,55
1891,38,10,195
1892,52,17,32
1893,47,12,2659
1894,46,12,7
1895,46,7,15
1896,50,13,9
1897,52,15,26
1898,48,7,95
1899,50,9,35203
1900,60,12,82
1901,35,8,16
1902,53,9,3781
1903,54,8,4584
1904,55,9,67
1905,53,12,57
1906,60,14,18
1907,48,8,30
1908,26,14,18
1909,39,6,15
1910,51,14,2955
1911,42,11,28
1912,40,12,10
1913,51,16,31708
1914,48,10,107
1915,39,13,265
1916,55,14,146
1917,19,11,1144
1918,54,12,75
1919,40,8,285
1920,48,9,844
1921,47,7,39
1922,38,11,36
1923,60,13,42652
1924,46,8,2506
1925,22,10,1235
1926,53,7,222
1927,46,15,8
1928,54,15,34
1929,49,12,549
1930,46,10,189
1931,49,13,18483
1932,52,8,29
1933,35,9,11
1934,51,14,39
1935,53,9,17
1936,48,9,14
1937,44,10,28
1938,48,11,225
1939,54,12,73
1940,27,14,26
1941,43,8,154
1942,49,4,82
1943,55,6,68
1944,54,13,22
1945,46,12,45
1946,58,11,10
1947,41,11,9
1948,34,9,104
1949,53,10,22
1950,52,12,3786
1951,54,14,174
1952,45,8,8
1953,49,9,11
1954,23,8,52501
1955,48,10,15
1956,52,10,3731
1957,45,13,2363
1958,41,9,12
1959,45,13,68
1960,41,12,145
1961,53,14,38
1962,46,16,68
1963,43,9,2320
1964,42,13,220
1965,34,13,5415
1966,27,12,42
1967,48,11,60
1968,54,12,134
1969,50,10,5495
1970,35,6,1588
1971,44,14,67
1972,45,14,1488
1973,29,4,18
1974,52,9,7138
1975,19,11,133
1976,53,13,16
1977,30,13,7
1978,47,13,1355
1979,46,9,65
1980,43,14,59
1981,50,10,346
1982,42,9,93
1983,49,12,7
1984,46,12,18
1985,37,12,425
1986,50,11,312
1987,47,13,2810
1988,47,9,939
1989,36,13,532
1990,45,11,40
1991,40,9,7
1992,37,11,28
1993,56,11,32
1994,15,9,838
1995,56,13,677
1996,40,13,453
1997,46,10,196
1998,44,13,27
1999,47,12,6
2000,47,14,44
2001,20,8,6
2002,50,14,88
2003,50,15,17
2004,27,9,11576
2005,32,12,105
2006,63,10,13
2007,48,14,12
2008,50,11,221
2009,46,10,30
2010,35,12,145
2011,36,11,7
2012,47,15,1248
2013,44,11,58
2014,41,12,375
2015,60,11,102
2016,55,3,42
2017,45,10,1500
2018,9,11,57
2019,52,14,7
2020,28,9,16
2021,41,10,47
2022,59,14,214
2023,30,13,2158
2024,42,13,45
2025,49,12,95
2026,44,15,100
2027,17,9,1894
2028,47,12,79
2029,42,10,93
2030,50,12,185
2031,45,6,365
2032,53,10,96
2033,55,7,38
2034,55,13,27
2035,41,4,26
2036,43,14,112
2037,51,14,1535
2038,14,8,14
2039,35,11,1753
2040,48,15,25
2041,43,12,17
2042,57,14,249
2043,51,13,14
2044,46,14,1170
2045,28,15,24
2046,52,10,19
2047,46,10,29
2048,51,14,12
2049,44,4,8
2050,49,12,2292
2051,50,14,22
2052,24,11,13
2053,47,11,11
2054,27,7,55
2055,51,10,80
2056,33,16,60
2057,44,15,1578
2058,53,10,5063
2059,33,13,133
2060,52,12,22
2061,49,12,256
2062,10,9,16
2063,40,11,13525
2064,22,9,14923
2065,44,9,149
2066,45,11,231
2067,50,15,128
2068,53,16,9
2069,36,10,42
2070,36,11,1477
2071,51,15,83
2072,7,9,975
2073,46,13,3810
2074,47,2,15
2075,44,10,9
2076,47,10,392
2077,42,10,28
2078,57,12,38
2079,45,13,128
2080,55,16,8
2081,43,11,129
2082,48,11,32
2083,53,9,67
2084,1,13,3691
2085,50,15,85
2086,51,14,11472
2087,47,11,8
2088,29,11,1828
2089,49,12,64
2090,45,4,1650
2091,36,12,181
2092,49,8,137
2093,53,8,46
2094,46,12,14
2095,47,5,25
2096,46,9,21
2097,34,15,165
2098,47,11,27
2099,44,13,68
2100,48,12,226
2101,46,11,361
2102,56,14,314
2103,39,8,1524
2104,44,5,29
2105,46,12,34
2106,56,9,203
2107,14,4,21
2108,46,15,9
2109,39,9,1606
2110,50,15,21
2111,51,10,15
2112,49,14,27525
2113,31,14,13
2114,51,7,13
2115,48,12,124
2116,51,8,49
2117,58,16,8
2118,47,10,180
2119,28,16,91
2120,45,11,2984
2121,52,13,137
2122,49,14,24
2123,55,9,70
2124,49,15,1574
2125,65,14,4327
2126,47,9,155
2127,37,8,28
2128,48,16,54697
2129,47,8,205
2130,61,14,30
2131,55,12,41
2132,40,9,315
2133,41,12,1683
2134,54,16,20018
2135,60,10,35
2136,49,11,20
2137,53,13,2375
2138,19,9,8
2139,51,9,368
2140,45,7,163
2141,50,10,93
2142,28,9,56
2143,34,11,18
2144,48,14,6
2145,51,14,155
2146,44,10,83
2147,44,12,1516
2148,39,3,790
2149,57,14,1729
2150,41,13,13
2151,49,10,12
2152,52,16,17073
2153,46,10,42
2154,43,12,82
2155,46,10,15
2156,28,13,196
2157,51,9,52
2158,27,10,10
2159,48,10,13
2160,41,12,14
2161,48,9,214
2162,16,11,34
2163,31,9,16
2164,52,12,335
2165,46,12,1477
2166,38,11,36
2167,50,6,10
2168,46,13,20
2169,8,7,9
2170,45,13,11458
2171,52,9,22
2172,43,9,5129
2173,52,14,2849
2174,43,12,9
2175,19,14,76
2176,48,12,11
2177,49,3,20
2178,30,6,353
2179,52,16,644
2180,54,9,98
2181,53,6,2525
2182,41,11,168
2183,34,13,79
2184,21,12,150
2185,34,8,9
2186,57,12,7
2187,36,5,24
2188,43,12,586
2189,58,14,42
2190,37,10,214
2191,50,11,11277
2192,48,12,27
2193,47,12,124
2194,41,6,1134
2195,46,7,24
2196,45,12,45
2197,52,11,13
2198,40,9,309
2199,53,14,151
2200,54,12,478
2201,44,10,30
2202,1,4,1424
2203,52,5,2786
2204,48,6,15
2205,46,10,3585
2206,30,13,262
2207,47,9,87
2208,48,10,35
2209,38,13,101
2210,34,14,26
2211,55,14,1202
2212,32,16,24
2213,45,10,370
2214,51,12,130
2215,45,14,2337
2216,35,16,24
2217,41,13,10
2218,49,13,601
2219,43,11,46
2220,34,6,232
2221,48,3,22287
2222,42,11,32
2223,37,14,10
2224,51,11,16
2225,45,8,44
2226,31,15,13
2227,40,9,36
2228,37,15,44
2229,43,11,44
2230,51,13,22
2231,47,12,53
2232,46,14,66
2233,55,16,8
2234,36,8,99
2235,29,4,7754
2236,55,12,66
2237,19,11,396
2238,48,11,2690
2239,26,12,90
2240,37,7,70
2241,52,8,403
2242,30,7,26
2243,35,12,7
2244,7,7,1488
2245,45,11,63
2246,42,6,147
2247,45,10,270
2248,46,11,38
2249,47,12,663
2250,48,10,15
2251,48,8,14374
2252,45,15,21
2253,49,6,122
2254,35,14,77
2255,46,10,10
2256,62,16,21
2257,47,12,4729
2258,51,12,12
2259,38,3,15
2260,19,6,22
2261,49,15,10
2262,49,11,1616
2263,41,10,25
2264,38,10,525
2265,28,5,115
2266,39,13,119
2267,54,9,1568
2268,40,11,17
2269,44,10,20
2270,49,14,11
2271,43,7,10
2272,52,12,32
2273,46,16,26
2274,55,12,44
2275,29,11,974
2276,54,13,61
2277,56,16,1298
2278,50,15,12
2279,39,11,43
2280,40,14,15
2281,47,12,164
2282,53,13,35
2283,48,10,7
2284,46,11,14
2285,41,14,77
2286,56,12,66
2287,40,12,11
2288,52,13,27
2289,32,14,33
2290,34,8,411
2291,34,10,7
2292,45,5,34083
2293,46,12,35
2294,44,10,2578
2295,46,11,29
2296,50,11,143653
2297,53,11,19
2298,45,11,63
2299,48,12,18
2300,52,13,8
2301,46,14,52
2302,27,4,22
2303,47,13,46161
2304,40,12,27
2305,24,13,20
2306,54,10,1881
2307,53,15,12
2308,46,13,916
2309,19,5,60
2310,48,11,18
2311,50,14,28
2312,44,11,876
2313,48,14,13
2314,27,4,17
2315,51,11,263
2316,48,10,219
2317,48,13,2351
2318,47,14,3709
2319,47,14,1801
2320,48,13,16
2321,56,9,71
2322,38,8,7723
2323,50,7,17
2324,50,13,4814
2325,41,13,53
2326,50,8,204
2327,28,7,51
2328,55,14,57
2329,25,14,15368
2330,52,9,116
2331,27,5,181
2332,59,12,9
2333,48,13,7
2334,45,9,10389
2335,52,11,279
2336,43,12,15
2337,39,13,30
2338,51,8,413
2339,50,13,14
2340,52,10,19
2341,44,11,13
2342,50,12,139
2343,54,14,1575
2344,50,12,76
2345,26,9,15
2346,47,12,306
2347,51,10,139
2348,45,11,27
2349,49,12,17
2350,25,10,20
2351,40,13,7389
2352,43,11,1948
2353,46,14,18
2354,45,13,332
2355,54,13,15
2356,46,10,11526
2357,34,11,16
2358,55,13,25
2359,52,15,143
2360,42,12,13
2361,44,9,6
2362,45,12,6375
2363,50,9,1580
2364,49,14,34
2365,39,8,34
2366,54,10,1025
2367,56,12,62
2368,61,10,86
2369,32,6,9
2370,45,9,1532
2371,52,9,15
2372,48,11,2149
2373,52,13,58
2374,52,17,1803
2375,48,11,14
2376,39,6,13
2377,50,14,352
2378,46,14,2836
2379,45,9,42
2380,48,5,17
2381,42,9,387
2382,48,13,56
2383,54,10,21
2384,52,16,66
2385,28,7,11
2386,42,13,91
2387,48,14,39
2388,27,9,21
2389,57,12,68
2390,23,6,14
2391,54,12,31
2392,50,11,16
2393,20,9,16
2394,52,11,354
2395,47,7,73
2396,52,8,2018
2397,51,15,11872
2398,11,8,7
2399,54,6,591
2400,48,12,16
2401,49,12,163
2402,45,5,102
2403,50,12,9
2404,44,11,640
2405,52,12,10
2406,25,10,693
2407,45,11,7
2408,48,12,29
2409,27,12,8
2410,47,12,36
2411,28,6,17
2412,53,12,40
2413,54,15,11
2414,44,7,11
2415,44,7,227
2416,36,11,61
2417,45,9,34804
2418,34,9,43
2419,36,7,27
2420,53,15,27005
2421,41,9,7
2422,40,14,4137
2423,44,11,16
2424,55,14,33
2425,46,12,24
2426,55,6,395
2427,49,12,770
2428,52,16,35
2429,40,12,56
2430,54,13,10
2431,50,11,12
2432,22,14,207
2433,45,4,13179
2434,22,10,19
2435,53,10,17
2436,42,13,389
2437,50,9,11
2438,22,5,15
2439,50,11,2300
2440,43,15,14
2441,55,9,135
2442,47,12,33
2443,52,16,59
2444,46,10,7425
2445,43,6,133
2446,38,11,15
2447,55,15,48
2448,48,7,295
2449,41,10,37
2450,47,10,5205
2451,45,7,8189
2452,40,13,71
2453,38,12,125
2454,37,14,34
2455,47,7,32
2456,37,14,105
2457,50,13,4819
2458,57,13,46
2459,47,10,18
2460,29,12,17
2461,46,11,982
2462,54,11,168
2463,54,11,315
2464,59,11,22
2465,55,17,66
2466,46,11,9
2467,48,13,3231
2468,48,8,1045
2469,57,12,46
2470,56,15,26
2471,54,17,23
2472,49,11,14
2473,53,15,2635
2474,45,14,1844
2475,37,8,53
2476,51,6,5422
2477,50,13,1095
2478,27,7,10
2479,25,12,54116
2480,40,11,12
2481,53,15,7
2482,41,12,2185
2483,30,14,20
2484,36,14,10
2485,27,13,24
2486,47,11,13456
2487,42,13,1730
2488,53,11,23
2489,56,12,15
2490,44,7,53
2491,48,7,15293
2492,47,12,218
2493,36,6,48
2494,50,9,146
2495,58,12,3364
2496,48,15,167
2497,28,12,16
2498,49,9,72
2499,46,14,7553
2500,50,9,21
2501,63,8,32
2502,46,10,30
2503,29,14,32
2504,39,12,327
2505,35,15,794
2506,44,12,2118
2507,50,10,9
2508,32,12,156
2509,49,12,19
2510,16,9,25
2511,36,12,9
2512,50,14,8
2513,46,16,2292
2514,54,13,17
2515,50,16,17
2516,46,13,1046
2517,45,11,1480
2518,51,12,44
2519,28,14,35
2520,47,8,55
2521,35,12,32
2522,46,15,3428
2523,41,5,1911
2524,52,9,34
2525,49,13,20
2526,54,14,76
2527,49,15,586
2528,39,13,2473
2529,50,12,96
2530,37,11,39
2531,47,8,8
2532,43,9,45
2533,32,12,16
2534,47,12,313
2535,51,9,855
2536,22,13,382
2537,53,14,18418
2538,40,11,42
2539,48,8,63
2540,45,10,157
2541,51,11,207
2542,48,11,12
2543,36,12,3880
2544,49,11,10857
2545,50,7,8
2546,27,12,10
2547,55,14,15
2548,49,15,54
2549,32,10,165
2550,38,12,50
2551,45,13,32
2552,42,9,12
2553,47,13,53
2554,52,8,178
2555,48,12,218
2556,38,10,1201
2557,46,11,20
2558,50,10,48
2559,56,15,57
2560,51,7,116
2561,49,11,26
2562,37,13,58
2563,46,13,589
2564,51,12,17
2565,53,15,112
2566,45,8,99
2567,52,11,19
2568,25,13,62
2569,48,13,33
2570,58,13,39
2571,41,10,9
2572,43,12,15
2573,59,14,40
2574,51,10,273
2575,50,12,10
2576,25,11,13
2577,44,16,39
2578,36,12,33
2579,22,15,8
2580,48,11,569
2581,49,12,21
2582,47,11,30
2583,54,12,46
2584,50,6,27
2585,63,12,7
2586,46,11,277
2587,11,3,9
2588,52,5,1652
2589,20,12,27
2590,48,3,148
2591,44,10,1043
2592,50,13,13
2593,50,8,75
2594,46,11,149
2595,41,10,26
2596,44,12,18
2597,62,12,22
2598,50,11,17
2599,52,10,11
2600,40,11,665
2601,58,13,10481
2602,52,14,14
2603,57,11,468
2604,49,15,528
2605,55,12,38
2606,44,12,22
2607,48,12,8
2608,52,14,579
2609,53,14,80
2610,27,10,287
2611,20,11,146
2612,41,11,296
2613,38,9,17
2614,53,14,78
2615,42,14,325
2616,45,7,15
2617,14,12,22
2618,50,10,52
2619,32,10,174
2620,16,8,14
2621,49,13,82
2622,50,13,68
2623,47,13,189
2624,23,14,13010
2625,12,10,327
2626,53,13,63
2627,56,12,36
2628,34,5,2370
2629,47,10,18
2630,52,14,2868
2631,29,6,11713
2632,15,6,251
2633,52,13,19
2634,51,13,8
2635,26,13,57
2636,31,12,1239
2637,30,12,11
2638,57,16,21
2639,48,12,3115
2640,52,6,3423
2641,52,14,146
2642,55,10,29
2643,22,8,7
2644,19,9,64
2645,56,9,14806
2646,33,11,12
2647,25,8,10
2648,49,9,70
2649,13,10,35
2650,48,14,120
2651,42,10,455
2652,39,11,472
2653,29,14,683
2654,30,7,54
2655,46,9,3796
2656,45,10,104
2657,52,10,782
2658,48,12,12
2659,59,15,16
2660,50,12,134
2661,52,14,84
2662,51,13,97
2663,29,14,30
2664,27,7,66
2665,41,9,18
2666,30,12,59
2667,43,7,20
2668,39,13,20
2669,36,12,269
2670,54,11,37
2671,43,14,86
2672,49,11,13
2673,52,13,56
2674,46,11,13
2675,42,15,24
2676,40,6,828
2677,52,14,307
2678,30,6,7
2679,50,15,6420
2680,50,11,4798
2681,55,12,9
2682,47,5,690
2683,57,13,12741
2684,15,11,10
2685,52,10,7
2686,32,10,359
2687,44,14,179
2688,56,12,107
2689,41,6,13
2690,54,12,33
2691,51,11,565
2692,60,11,143
2693,52,14,103
2694,52,12,2109
2695,49,9,31
2696,55,13,17
2697,38,9,1035
2698,42,9,42
2699,48,14,28
2700,45,8,16
2701,40,13,18
2702,15,4,7
2703,51,14,16
2704,41,13,5634
2705,49,11,51
2706,57,13,74
2707,47,9,1989
2708,51,9,77
2709,24,8,61
2710,46,7,235
2711,35,5,174
2712,58,10,12966
2713,42,14,34
2714,50,11,12
2715,33,13,230
2716,49,15,14714
2717,50,11,207
2718,46,13,1316
2719,47,14,52
2720,51,11,334
2721,49,12,420
2722,48,12,7
2723,49,12,7
2724,31,8,10
2725,27,6,30
2726,54,11,8
2727,49,10,49
2728,41,7,10
2729,46,11,351
2730,51,15,140
2731,51,17,171
2732,43,11,6
2733,56,12,90
2734,52,10,20
2735,53,14,6
2736,50,11,986
2737,47,16,160
2738,47,10,228
2739,41,12,50
2740,44,6,105
2741,47,12,101
2742,51,11,86
2743,46,12,609
2744,42,11,137
2745,46,12,2822
2746,41,11,27
2747,53,11,21331
2748,29,6,23
2749,26,10,1191
2750,50,13,369
2751,28,12,24
2752,51,12,11
2753,50,16,584
2754,51,5,26
2755,52,11,18
2756,53,14,390
2757,52,13,12
2758,44,10,177
2759,50,13,20
2760,53,12,1264
2761,48,13,37
2762,47,8,259
2763,45,7,657
2764,54,15,10393
2765,56,12,27
2766,30,8,16
2767,44,15,10
2768,41,12,36
2769,62,11,38
2770,46,6,10718
2771,56,11,20
2772,59,11,48
2773,49,13,1069
2774,52,11,680
2775,11,11,19
2776,46,15,105
2777,39,10,128
2778,48,13,915
2779,60,7,948
2780,24,6,30
2781,30,15,12
2782,46,11,7
2783,48,11,20
2784,36,11,50
2785,43,9,44
2786,45,8,36
2787,51,12,69
2788,52,14,50
2789,52,13,1194
2790,27,16,34
2791,45,12,22
2792,52,13,2047
2793,23,9,222
2794,54,7,225
2795,52,11,10
2796,47,9,4663
2797,49,2,48
2798,45,6,38
2799,35,12,668
2800,53,12,12
2801,49,12,2040
2802,51,10,3114
2803,36,14,320
2804,40,7,281
2805,40,11,39
2806,41,10,23
2807,46,9,15404
2808,52,15,119
2809,45,10,27
2810,46,11,9
2811,44,5,33
2812,51,14,27
2813,52,12,110
2814,55,14,22
2815,19,12,14
2816,47,11,9
2817,47,6,37
2818,43,8,95
2819,27,5,25
2820,39,11,722
2821,43,13,306
2822,1,10,67
2823,52,14,178
2824,48,13,906
2825,50,15,43
2826,51,7,30
2827,44,12,687
2828,54,11,7
2829,34,13,20
2830,48,10,11622
2831,45,11,102
2832,44,12,177
2833,47,12,48
2834,48,11,22
2835,49,11,11
2836,51,13,59
2837,7,9,91
2838,48,10,1240
2839,43,14,20
2840,56,8,13
2841,42,11,29
2842,13,11,588
2843,47,12,503
2844,42,9,20
2845,48,11,56
2846,50,8,14
2847,46,13,3439
2848,47,8,10
2849,42,14,2437
2850,44,14,27
2851,20,16,59
2852,39,13,50
2853,40,12,795
2854,54,13,18
2855,47,11,26
2856,48,12,21
2857,43,14,47
2858,53,11,67
2859,47,9,12
2860,43,5,15
2861,52,14,107
2862,40,11,813
2863,37,10,26
2864,51,6,13233
2865,51,14,28
2866,48,9,22
2867,48,9,403
2868,51,5,295
2869,46,15,15
2870,51,12,20
2871,54,10,30
2872,35,6,35
2873,46,10,27
2874,51,13,7
2875,34,10,134
2876,47,5,369
2877,39,12,7
2878,11,11,8
2879,51,7,62
2880,46,12,152
2881,49,14,16
2882,46,8,13
2883,58,5,14
2884,38,11,84
2885,15,10,1955
2886,15,5,30
2887,47,13,1673
2888,50,7,11
2889,51,15,64
2890,50,14,9
2891,34,10,18784
2892,43,9,70
2893,53,12,25
2894,25,10,50
2895,47,13,24
2896,47,13,1569
2897,52,13,315
2898,35,12,301
2899,51,14,62
2900,33,7,94
2901,44,13,5210
2902,48,7,102499
2903,44,8,55
2904,43,10,19
2905,51,12,118
2906,50,14,13
2907,47,10,11854
2908,29,12,233
2909,42,13,9
2910,49,13,1813
2911,50,11,247
2912,53,9,80
2913,55,10,591
2914,45,11,46
2915,54,13,38
2916,51,14,818
2917,55,13,797
2918,52,13,81
2919,42,11,3251
2920,54,12,801
2921,49,9,197
2922,49,12,18
2923,40,8,199
2924,48,11,8955
2925,51,13,39560
2926,17,13,42
2927,31,13,30
2928,38,12,17
2929,50,6,15
2930,46,10,268
2931,49,14,24
2932,48,17,35
2933,40,10,9
2934,37,10,349
2935,25,9,16
2936,53,16,112
2937,51,11,13
2938,27,10,165
2939,33,9,28
2940,46,11,11
2941,43,10,580
2942,40,16,20
2943,43,12,9
2944,47,12,10
2945,52,15,253
2946,55,11,164
2947,46,8,196
2948,44,10,6
2949,45,6,20
2950,51,14,16
2951,36,16,55
2952,31,10,172
2953,50,12,26073
2954,57,15,191
2955,48,5,8457
2956,52,7,267
2957,37,12,16
2958,37,10,140
2959,50,11,61
2960,30,5,52712
2961,53,14,88
2962,19,8,26
2963,40,15,20
2964,56,14,377
2965,47,16,41
2966,43,8,14
2967,44,8,139
2968,52,14,35
2969,47,10,192
2970,42,11,25
2971,49,12,3405
2972,26,11,26
2973,27,12,8
2974,45,9,26
2975,22,10,6
2976,54,12,2970
2977,52,11,45
2978,13,17,337
2979,42,16,35
2980,53,14,14
2981,27,13,11
2982,54,9,26
2983,50,11,496
2984,48,12,2154
2985,49,13,18633
2986,42,9,421
2987,43,11,5295
2988,49,11,15
2989,22,9,10
2990,52,9,33
2991,46,10,7
2992,30,5,11
2993,55,10,109
2994,41,7,17417
2995,42,14,959
2996,42,12,15
2997,50,8,942
2998,51,11,31
2999,30,14,8
3000,36,11,12
3001,49,13,1904
3002,54,12,1555
3003,51,10,510
3004,43,9,344
3005,55,13,123
3006,23,13,38
3007,42,13,391
3008,48,12,14329
3009,48,14,45
3010,42,3,14
3011,28,10,47
3012,54,4,639
3013,47,11,79
3014,48,10,197
3015,44,13,244
3016,31,5,210
3017,44,11,20
3018,50,10,1184
3019,51,11,67
3020,43,13,7
3021,49,18,18
3022,46,10,20
3023,54,11,79
3024,47,11,15
3025,50,9,19
3026,46,12,542
3027,41,10,20
3028,47,12,34
3029,47,15,23
3030,46,10,10
3031,50,10,8
3032,29,9,90
3033,46,10,2105
3034,58,9,13
3035,25,12,82
3036,42,15,19
3037,51,8,28
3038,45,13,163
3039,53,12,566
3040,23,12,117
3041,57,13,18451
3042,50,12,11
3043,26,14,18
3044,51,7,936
3045,20,11,9
3046,49,7,31
3047,44,8,176
3048,49,2,9
3049,48,14,21
3050,47,13,5853
3051,55,17,6
3052,51,13,8
3053,14,10,15
3054,52,11,7835
3055,46,14,77
3056,46,9,17
3057,46,12,104
3058,45,13,24
3059,41,12,17
3060,49,9,8
3061,26,14,32
3062,50,13,130
3063,46,10,24
3064,28,12,31
3065,44,12,17076
3066,52,14,647
3067,26,11,52
3068,53,12,12
3069,46,11,22543
3070,45,11,7
3071,52,9,53
3072,43,13,56
3073,37,10,24
3074,47,12,354
3075,49,12,131
3076,49,10,15
3077,54,14,29
3078,58,9,10
3079,34,7,23
3080,38,9,200
3081,47,12,53
3082,45,2,21
3083,48,15,71
3084,49,6,61
3085,52,11,40
3086,52,14,50
3087,48,13,45
3088,48,10,249
3089,46,12,2191
3090,43,11,15
3091,47,5,24
3092,52,12,30
3093,52,12,156
3094,43,13,88
3095,53,15,33
3096,45,7,30
3097,52,11,37
3098,54,5,14
3099,44,14,190
3100,48,10,8
3101,57,9,3574
3102,48,10,14
3103,44,12,139
3104,45,7,190
3105,37,15,3948
3106,52,13,8
3107,41,12,245
3108,42,7,451
3109,36,8,61
3110,37,12,17347
3111,55,11,79
3112,45,10,5520
3113,54,14,11330
3114,51,14,14
3115,50,7,13
3116,44,14,47
3117,51,9,405
3118,52,12,36
3119,33,7,57
3120,52,11,1367
3121,45,10,61
3122,35,14,12
3123,49,10,70
