petition_id,abstract,label,numberOfSignatures
3124,39,13,13
3125,53,9,40
3126,52,17,8
3127,35,16,15
3128,45,12,12
3129,47,10,74
3130,44,9,167
3131,53,8,29
3132,40,13,61
3133,38,9,70
3134,33,9,2574
3135,38,16,94
3136,52,9,81
3137,42,7,14
3138,41,11,88
3139,55,4,33
3140,47,13,41
3141,46,12,18
3142,48,13,2995
3143,24,12,10
3144,48,8,370
3145,51,8,136
3146,51,14,368
3147,51,10,25
3148,15,12,403
3149,45,8,15713
3150,50,13,95
3151,47,7,4939
3152,45,13,5866
3153,54,8,21248
3154,40,12,20
3155,30,13,25
3156,48,13,16
3157,23,6,21
3158,48,13,73
3159,47,8,29
3160,38,8,26
3161,16,9,23
3162,51,5,3599
3163,28,9,8457
3164,26,14,60
3165,47,10,94
3166,40,10,86
3167,56,15,97
3168,49,13,656
3169,48,12,10
3170,26,9,46
3171,48,10,23
3172,52,7,46
3173,44,13,1394
3174,49,13,25
3175,46,10,813
3176,46,11,41
3177,31,15,545
3178,52,15,53
3179,51,11,5953
3180,48,13,14
3181,50,13,870
3182,40,11,293
3183,46,12,140
3184,27,9,33
3185,56,10,2706
3186,60,15,37
3187,49,10,14
3188,46,7,65
3189,52,13,10
3190,32,11,10396
3191,39,8,22
3192,44,13,28
3193,47,6,234
3194,45,6,813
3195,36,11,251
3196,53,10,7
3197,57,4,325
3198,33,7,573
3199,50,13,6
3200,24,13,29
3201,44,10,60
3202,46,9,30
3203,38,7,2025
3204,48,11,11574
3205,45,13,22
3206,58,16,28
3207,37,9,3094
3208,40,12,13
3209,47,9,648
3210,39,13,284
3211,34,5,51
3212,48,7,123
3213,44,12,1964
3214,54,12,618
3215,48,6,66
3216,52,9,20
3217,52,8,1065
3218,56,10,32
3219,46,13,1739
3220,51,14,1533
3221,45,12,36
3222,21,13,290
3223,51,7,22
3224,48,10,923
3225,49,13,13
3226,53,11,24
3227,46,8,143
3228,52,8,1037
3229,54,15,1176
3230,37,5,2125
3231,50,16,28214
3232,36,8,9
3233,48,6,51
3234,38,9,35
3235,49,11,60
3236,57,16,14
3237,55,13,356
3238,59,9,46
3239,52,12,9
3240,47,12,212
3241,36,10,17
3242,53,10,52
3243,48,10,5976
3244,47,12,36
3245,52,12,11
3246,38,13,33
3247,34,13,50
3248,47,13,21
3249,46,12,381
3250,49,13,21
3251,49,12,52
3252,29,11,18
3253,58,8,55
3254,56,11,10564
3255,14,12,43
3256,47,12,167
3257,42,5,1022
3258,47,11,179
3259,53,12,385
3260,48,14,36
3261,49,7,62
3262,39,9,53
3263,47,11,29423
3264,54,8,3403
3265,55,9,6
3266,44,9,8
3267,51,11,12
3268,55,14,12
3269,56,11,484
3270,36,7,22
3271,43,10,88
3272,55,13,17
3273,51,13,507
3274,35,10,17
3275,27,13,47
3276,50,13,19
3277,46,12,331
3278,52,15,1921
3279,45,11,189
3280,44,10,131
3281,45,8,12
3282,41,12,111
3283,32,9,163
3284,46,13,35
3285,19,11,1430
3286,55,12,11975
3287,43,13,18
3288,53,11,16
3289,33,14,912
3290,33,13,24
3291,54,8,76
3292,44,9,6820
3293,45,9,20
3294,55,10,14
3295,50,15,56
3296,45,12,2277
3297,51,13,87
3298,61,9,17
3299,35,11,24
3300,15,11,26
3301,13,14,13
3302,49,16,21537
3303,45,14,14
3304,58,11,75
3305,48,13,6
3306,45,11,8
3307,56,14,5686
3308,43,10,23
3309,58,14,16
3310,26,10,292
3311,55,15,95
3312,50,11,8
3313,30,10,63
3314,64,14,184
3315,53,15,340
3316,33,13,29
3317,39,11,17
3318,42,11,3002
3319,39,10,11
3320,51,6,381
3321,51,15,1288
3322,53,14,49
3323,50,9,107
3324,28,13,8
3325,52,13,15
3326,16,11,11
3327,44,10,64
3328,33,13,11
3329,53,9,617
3330,39,12,8
3331,38,11,21
3332,35,12,40
3333,49,9,5319
3334,40,9,119
3335,52,9,21
3336,57,13,361
3337,19,8,104
3338,64,13,31
3339,54,10,45
3340,40,11,12
3341,46,10,39
3342,46,13,37
3343,44,12,153
3344,46,13,1091
3345,31,6,8
3346,40,11,172
3347,43,12,18
3348,52,5,20549
3349,21,13,35
3350,35,13,182
3351,47,15,12
3352,4,6,66
3353,50,10,11
3354,53,8,30
3355,40,14,20
3356,55,12,10
3357,33,13,51
3358,52,11,1309
3359,40,13,101
3360,41,9,784
3361,26,12,29
3362,54,13,86
3363,55,15,58
3364,24,6,53706
3365,54,11,1401
3366,42,12,11
3367,20,10,22
3368,49,11,50
3369,38,14,1883
3370,46,9,8
3371,45,11,1052
3372,49,15,967
3373,51,4,44
3374,44,11,310
3375,54,1,67
3376,48,17,20
3377,29,9,10
3378,48,13,1590
3379,49,15,95
3380,32,12,760
3381,31,13,20
3382,46,11,27
3383,56,11,937
3384,47,15,36
3385,51,12,42
3386,48,11,174
3387,17,12,11
3388,50,11,25
3389,43,11,216
3390,30,2,94
3391,52,10,18
3392,56,15,53
3393,48,15,31122
3394,47,12,10
3395,53,9,204
3396,50,12,93
3397,47,16,344
3398,48,13,6
3399,18,9,57
3400,48,9,82
3401,47,12,254
3402,56,17,6
3403,50,11,68
3404,31,7,36320
3405,48,13,64
3406,15,4,12
3407,53,10,13
3408,33,13,28
3409,58,12,139
3410,36,10,10
3411,53,15,20
3412,48,12,70
3413,35,6,13
3414,49,14,1243
3415,43,4,25
3416,33,13,28
3417,50,12,53
3418,45,12,14
3419,44,8,1011
3420,49,11,5452
3421,37,14,24
3422,49,6,43
3423,54,11,890
3424,52,14,69
3425,49,14,6715
3426,50,12,23
3427,16,12,14
3428,52,14,3270
3429,49,11,264
3430,49,15,22
3431,59,8,163
3432,45,15,11
3433,34,12,12
3434,46,5,12
3435,48,12,124
3436,41,7,68
3437,46,11,1399
3438,41,17,79
3439,20,9,175
3440,54,12,37
3441,53,14,10
3442,58,12,21
3443,49,12,19
3444,53,11,3480
3445,53,9,16
3446,45,13,11
3447,44,9,480
3448,45,14,23
3449,53,11,4395
3450,37,8,29
3451,48,13,52
3452,41,9,18429
3453,57,17,40
3454,48,12,344
3455,42,14,46
3456,44,10,21
3457,56,12,1911
3458,45,12,11406
3459,40,8,7
3460,46,13,27
3461,56,15,59
3462,52,13,19
3463,30,11,1368
3464,47,14,61
3465,34,10,28
3466,38,5,92
3467,57,9,13
3468,40,14,8
3469,36,6,46
3470,48,7,58
3471,35,13,17
3472,51,14,36
3473,49,14,52
3474,39,12,515
3475,52,15,132
3476,54,12,394
3477,45,13,282
3478,31,14,57
3479,56,6,9
3480,43,12,74
3481,46,11,1048
3482,51,12,2462
3483,24,7,223
3484,45,7,36
3485,55,6,60
3486,47,5,107
3487,55,14,16
3488,43,8,975
3489,61,7,316
3490,52,13,32
3491,53,13,58
3492,54,12,8
3493,45,9,50
3494,53,12,68
3495,42,10,163
3496,11,8,24
3497,30,14,17
3498,7,8,18
3499,52,10,28118
3500,30,11,186
3501,46,9,14
3502,44,10,29
3503,47,10,30
3504,35,8,141
3505,30,10,405
3506,29,6,25
3507,41,14,38
3508,49,4,21
3509,53,15,193
3510,40,12,44
3511,47,9,123
3512,44,15,106
3513,42,7,74
3514,49,11,39
3515,48,12,2496
3516,46,13,17880
3517,47,8,9
3518,51,11,27
3519,47,10,22
3520,51,14,9
3521,44,11,4732
3522,59,14,121
3523,54,16,869
3524,51,12,53
3525,48,11,15
3526,50,12,26
3527,35,12,33
3528,33,12,463501
3529,47,11,64
3530,52,10,129
3531,53,9,2535
3532,37,9,17
3533,38,16,245
3534,15,4,294
3535,66,16,52
3536,38,14,16
3537,45,13,18
3538,53,11,119
3539,37,12,34
3540,47,11,49
3541,52,12,89
3542,29,10,19
3543,53,8,38515
3544,47,9,642
3545,32,8,154
3546,44,11,38
3547,51,13,11
3548,49,8,253
3549,45,11,39
3550,52,10,43
3551,46,8,128238
3552,30,11,20
3553,55,9,7
3554,17,11,1089
3555,35,11,506
3556,44,4,697
3557,43,11,140
3558,43,12,22510
3559,41,10,18254
3560,41,12,1435
3561,52,8,53
3562,48,11,27
3563,47,12,41
3564,45,14,107
3565,54,11,20
3566,47,16,69
3567,55,14,2501
3568,31,10,18
3569,42,8,11
3570,49,9,134
3571,30,13,53
3572,48,15,14
3573,52,10,20
3574,49,13,2509
3575,53,12,692
3576,51,6,7313
3577,47,10,15
3578,27,15,11
3579,38,12,12
3580,45,11,13
3581,47,10,833
3582,53,11,13
3583,31,12,464
3584,41,16,54
3585,45,11,627
3586,44,13,31
3587,47,6,32
3588,50,14,916
3589,50,15,446
3590,53,13,1292
3591,52,13,161
3592,47,8,25
3593,30,6,45
3594,37,8,36
3595,29,8,13
3596,48,11,59
3597,52,14,759
3598,54,8,212
3599,47,13,16
3600,36,10,42
3601,30,8,1138
3602,28,8,10762
3603,49,11,36
3604,50,10,259
3605,47,11,1555
3606,36,8,23
3607,38,14,411
3608,41,8,17
3609,47,14,25
3610,55,3,39
3611,15,3,9
3612,35,6,48
3613,47,11,89
3614,53,11,114
3615,48,5,30
3616,44,6,487
3617,30,12,38
3618,56,12,14
3619,42,11,228
3620,42,4,162568
3621,60,14,43
3622,45,9,82
3623,54,12,18
3624,53,13,55
3625,54,17,7
3626,49,13,20
3627,46,12,42
3628,53,12,372
3629,27,12,50
3630,61,12,728
3631,41,13,19
3632,26,4,202
3633,40,9,655
3634,37,11,96
3635,51,8,23
3636,53,13,11
3637,48,14,19
3638,57,13,17
3639,43,8,11
3640,50,15,406
3641,47,14,882
3642,38,13,21
3643,45,11,47
3644,34,12,11
3645,42,7,200
3646,7,7,16
3647,38,13,64
3648,31,13,57
3649,31,14,2258
3650,54,12,519
3651,47,13,11
3652,50,12,28
3653,44,9,27
3654,49,13,36
3655,54,5,44
3656,50,13,37
3657,58,14,103
3658,49,7,164
3659,20,10,6
3660,46,10,6
3661,48,10,16
3662,54,13,21
3663,38,8,308
3664,24,11,43
3665,35,4,14
3666,60,13,3061
3667,46,12,22
3668,30,10,102
3669,43,11,208
3670,55,11,802
3671,55,13,24
3672,46,8,535
3673,48,7,117
3674,47,13,18263
3675,53,14,17
3676,60,11,32
3677,54,10,190
3678,54,15,25
3679,50,15,12
3680,52,13,71
3681,46,12,12368
3682,55,10,41
3683,50,9,2276
3684,54,14,14
3685,54,8,18
3686,40,13,3045
3687,52,10,28
3688,54,15,216
3689,47,8,52
3690,49,13,45
3691,50,12,153
3692,47,12,11
3693,52,13,21
3694,49,10,26
3695,34,14,210
3696,35,11,22
3697,49,10,14
3698,50,16,13732
3699,55,11,231
3700,44,13,83
3701,50,11,185
3702,42,12,15
3703,51,10,2564
3704,36,10,28
3705,57,9,14
3706,51,13,49
3707,33,11,9
3708,47,12,24126
3709,47,10,2869
3710,40,6,12
3711,41,13,29
3712,55,11,43
3713,46,11,131
3714,42,5,241
3715,54,15,81
3716,43,6,46
3717,49,14,7
3718,34,12,24
3719,39,10,9
3720,46,12,40
3721,38,12,37
3722,61,12,9
3723,54,8,16
3724,49,11,12
3725,54,15,11
3726,17,10,56
3727,37,12,22
3728,54,7,63
3729,54,8,14
3730,26,12,180
3731,46,11,50
3732,49,9,60894
3733,52,12,16
3734,40,11,53
3735,49,11,46
3736,53,9,300
3737,37,11,13
3738,52,10,77
3739,37,9,55
3740,48,13,41
3741,36,13,33
3742,36,11,15
3743,46,15,91
3744,50,11,106
3745,42,9,66
3746,48,10,245
3747,43,8,27
3748,48,8,9256
3749,54,11,37
3750,31,10,11
3751,36,12,9
3752,30,11,56
3753,52,14,172
3754,52,10,31
3755,28,15,160
3756,48,16,25
3757,53,5,2872
3758,44,14,60
3759,54,11,21
3760,48,10,53
3761,44,14,40303
3762,26,12,12896
3763,39,12,97
3764,52,13,32
3765,57,14,129
3766,34,9,15
3767,48,10,19
3768,47,16,72
3769,59,12,8
3770,57,8,70
3771,51,12,7
3772,15,14,20
3773,51,15,257
3774,46,13,120
3775,55,11,300
3776,55,4,2713
3777,32,10,8
3778,44,12,310
3779,44,10,50
3780,54,9,102
3781,55,10,12
3782,50,14,25
3783,39,9,18
3784,44,9,166
3785,48,15,127199
3786,50,10,157
3787,54,11,78
3788,45,14,94
3789,43,10,193
3790,44,8,2060
3791,39,10,11
3792,55,14,16
3793,53,12,26
3794,48,14,12
3795,45,10,57
3796,46,11,9
3797,48,6,39
3798,43,9,42
3799,43,8,64
3800,47,10,30
3801,42,7,76
3802,49,8,209
3803,46,13,3539
3804,31,9,23
3805,54,12,49
3806,50,13,43
3807,53,9,316
3808,54,7,28960
3809,41,6,17
3810,55,10,1496
3811,51,12,22
3812,32,7,8
3813,32,11,15
3814,45,10,15693
3815,36,14,17
3816,45,8,30
3817,53,2,13
3818,40,12,107
3819,35,9,14
3820,51,14,10
3821,46,6,13
3822,31,10,18
3823,38,11,38
3824,53,11,8
3825,26,6,7
3826,48,15,37
3827,51,13,1088
3828,44,13,50
3829,45,9,12
3830,41,7,38
3831,50,13,45
3832,44,3,438
3833,49,11,71178
3834,53,13,9
3835,55,14,23
3836,45,9,16
3837,50,10,7
3838,22,7,83
3839,55,4,1393
3840,49,11,89
3841,58,10,386
3842,35,15,12
3843,52,11,87
3844,40,12,42
3845,44,6,278
3846,16,13,11217
3847,43,12,593
3848,54,13,78
3849,38,15,302
3850,28,10,15
3851,43,10,1827
3852,48,11,25
3853,40,12,20
3854,52,13,31
3855,46,10,14
3856,19,9,60
3857,43,9,110
3858,41,8,34
3859,41,7,86
3860,49,12,62
3861,34,12,42
3862,42,11,20
3863,48,13,6
3864,54,13,520
3865,47,16,48
3866,52,12,95
3867,48,6,13
3868,56,12,12428
3869,54,15,12
3870,53,10,8
3871,42,13,32
3872,54,14,7
3873,57,15,57
3874,44,13,9
3875,53,10,15793
3876,43,12,7
3877,50,8,64
3878,24,10,1807
3879,4,6,81
3880,47,11,417
3881,47,10,5678
3882,38,11,11
3883,50,8,13
3884,46,12,237
3885,46,8,32
3886,13,11,8
3887,47,10,33
3888,51,14,2166
3889,40,10,27
3890,48,11,2959
3891,54,12,21799
3892,54,13,17
3893,49,4,60
3894,24,9,216
3895,40,10,3009
3896,49,7,45
3897,46,11,7
3898,51,11,14739
3899,46,8,19
3900,51,15,106633
3901,48,12,23
3902,60,12,246
3903,46,14,64
3904,23,14,7439
3905,51,12,315
3906,54,10,66
3907,50,11,164
3908,25,14,21
3909,18,12,35
3910,53,14,73
3911,55,15,18984
3912,49,11,222
3913,41,12,9
3914,32,11,13392
3915,45,12,11
3916,44,13,1432
3917,32,15,10
3918,49,11,10
3919,51,13,22
3920,23,9,1479
3921,57,12,20
3922,21,11,48
3923,44,15,1254
3924,47,8,33
3925,50,15,1576
3926,50,10,2357
3927,41,10,11
3928,42,8,190
3929,47,12,11
3930,21,5,7
3931,47,10,38732
3932,53,8,40
3933,34,15,35
3934,51,13,20
3935,49,14,47
3936,53,14,124
3937,47,12,325
3938,47,12,5518
3939,49,13,12
3940,48,13,17
3941,49,14,289
3942,21,7,43
3943,57,11,60
3944,50,11,8
3945,56,13,163
3946,40,13,9
3947,44,13,39
3948,50,14,39
3949,27,8,31
3950,44,9,180
3951,44,11,6
3952,53,11,3217
3953,51,11,527
3954,25,13,12621
3955,53,11,280
3956,46,14,1282
3957,46,9,15231
3958,55,11,142
3959,56,10,13
3960,52,14,133
3961,40,11,3178
3962,27,6,12
3963,14,12,23
3964,57,12,12
3965,37,11,49
3966,54,14,16
3967,48,15,460
3968,51,6,181
3969,42,10,926
3970,53,15,178
3971,46,9,4356
3972,50,14,70
3973,50,12,124
3974,48,11,162
3975,44,12,26
3976,48,11,12
3977,57,13,119
3978,5,13,9
3979,44,7,12134
3980,48,12,39
3981,56,14,17
3982,43,8,157
3983,50,9,19
3984,35,10,11
3985,56,16,20
3986,53,13,16
3987,47,14,38070
3988,37,15,15
3989,50,9,2195
3990,41,10,40
3991,46,12,65
3992,53,10,503
3993,33,14,6
3994,51,13,29
3995,25,7,1144
3996,49,14,15
3997,49,10,11928
3998,49,14,14
3999,49,12,157
4000,45,8,108
4001,26,9,80
4002,46,10,270
4003,33,15,124
4004,47,14,39
4005,34,12,34
4006,50,11,100
4007,42,14,18
4008,46,14,9
4009,33,11,285
4010,43,14,925
4011,35,11,50
4012,39,5,67
4013,29,9,28
4014,21,7,1115
4015,54,8,1708
4016,34,11,9
4017,53,14,428
4018,46,12,11
4019,45,13,3944
4020,50,14,16
4021,21,9,74
4022,49,8,115
4023,43,13,12355
4024,53,14,29
4025,42,12,24
4026,17,12,31
4027,35,7,25
4028,28,9,2466
4029,44,11,49
4030,22,10,7
4031,45,13,652
4032,10,7,95
4033,50,12,38
4034,45,11,21
4035,49,16,51
4036,39,7,13
4037,34,8,99
4038,51,15,38
4039,52,13,54
4040,16,3,11
4041,54,3,21
4042,57,15,52
4043,43,11,13
4044,47,12,21
4045,48,7,1120
4046,49,13,47
4047,48,13,325
4048,43,11,69
4049,55,13,68
4050,44,5,194
4051,57,13,194
4052,34,9,7
4053,52,12,127
4054,49,13,2401
4055,51,13,20
4056,45,5,181
4057,29,12,122
4058,41,10,71
4059,48,10,53
4060,38,11,10611
4061,37,14,45
4062,53,11,84
4063,33,13,27
4064,49,10,44
4065,20,12,16
4066,42,8,13
4067,47,8,9
4068,49,9,2831
4069,52,14,176
4070,46,10,10400
4071,40,11,43
4072,45,12,24
4073,30,10,2324
4074,49,14,9
4075,48,11,58
4076,53,12,42
4077,38,12,1902
4078,42,9,15
4079,54,15,13
4080,58,16,155
4081,36,12,30
4082,47,12,33
4083,51,14,144
4084,52,13,178
4085,33,14,246
4086,60,9,223
4087,29,9,376
4088,52,16,9
4089,39,3,248
4090,52,11,657
4091,35,11,1353
4092,54,13,70
4093,49,11,155
4094,42,9,12
4095,47,7,199
4096,60,10,38
4097,47,13,1064
4098,28,12,27
4099,50,10,52
4100,48,12,31
4101,51,12,673
4102,46,8,23141
4103,54,12,561
4104,33,8,17
4105,49,11,17
4106,53,14,2011
4107,37,13,2379
4108,10,9,2484
4109,39,15,2901
4110,34,13,50
4111,30,14,189
4112,58,16,141
4113,47,10,16
4114,48,14,28
4115,36,8,1118
4116,61,17,15
4117,50,11,3824
4118,53,15,105
4119,42,11,17
4120,52,9,87
4121,51,12,648
4122,53,10,23686
4123,55,10,19250
4124,48,12,22
4125,42,8,195
4126,49,4,112636
4127,48,14,23
4128,41,13,38
4129,53,14,17
4130,16,5,932
4131,51,14,100
4132,37,14,154
4133,18,12,29
4134,52,15,17
4135,48,15,19834
4136,45,11,132
4137,54,11,351
4138,39,10,25
4139,49,12,374
4140,46,10,19
4141,51,6,21
4142,30,8,10
4143,31,8,10
4144,34,14,582
4145,55,10,4132
4146,32,12,65
4147,57,11,27
4148,46,16,9
4149,51,12,237
4150,46,12,41
4151,48,8,245
4152,56,15,49
4153,47,14,101980
4154,44,12,15
4155,57,8,5161
4156,34,12,790
4157,51,12,951
4158,54,6,12
4159,37,4,13285
4160,19,5,10
4161,45,10,335
4162,46,9,25
4163,52,9,52
4164,45,14,2328
4165,42,8,4067
4166,55,12,31
4167,49,15,16
4168,43,14,648
4169,53,11,116
4170,42,9,357
4171,44,15,11
4172,50,11,39
4173,55,14,19
4174,54,15,842
4175,41,11,1552
4176,20,15,19
4177,49,12,10
4178,36,15,27
4179,50,16,358
4180,42,12,63725
4181,48,7,15
4182,49,14,919
4183,49,12,189
4184,18,12,41
4185,46,8,19
4186,36,9,12
4187,49,14,237
4188,49,13,2778
4189,27,6,25
4190,45,10,348
4191,51,15,22
4192,8,2,526
4193,45,12,45
4194,18,11,36371
4195,51,7,266
4196,28,11,34
4197,57,13,26
4198,42,11,1986
4199,52,11,492
4200,48,11,60
4201,47,9,35
4202,22,14,29
4203,45,13,647
4204,25,14,127
4205,49,14,95
4206,45,12,11781
4207,48,11,4181
4208,52,13,89
4209,26,15,29
4210,54,15,13
4211,50,12,235
4212,49,12,32
4213,46,10,178
4214,43,11,83
4215,51,8,136
4216,44,12,2505
4217,50,10,19
4218,47,12,19
4219,47,10,332
4220,49,11,8
4221,45,10,184
4222,39,6,25
4223,49,8,127
4224,30,10,137
4225,49,8,181
4226,51,10,43
4227,46,13,83
4228,52,14,211
4229,27,8,10
4230,39,11,34
4231,51,11,631
4232,51,9,28
4233,47,13,727
4234,43,12,739
4235,52,12,263
4236,56,14,1019
4237,52,11,54
4238,49,10,468
4239,55,13,1267
4240,33,11,61
4241,37,10,37
4242,45,15,42
4243,50,12,32
4244,53,14,94
4245,43,12,3755
4246,53,11,12
4247,52,11,63
4248,50,11,12
4249,38,5,6
4250,53,8,339
4251,57,10,7
4252,41,13,24
4253,37,14,17
4254,56,14,205359
4255,44,11,10
4256,50,13,26
4257,47,13,30
4258,34,13,18
4259,52,9,2345
4260,46,10,2028
4261,47,13,17752
4262,25,11,18
4263,47,14,96
4264,45,12,6302
4265,48,13,352
4266,55,10,32
4267,43,8,1847
4268,46,13,41
4269,45,8,55
4270,47,10,95
4271,45,14,9
4272,37,13,379
4273,53,10,27
4274,10,12,352
4275,52,13,34
4276,54,12,40
4277,44,13,54
4278,45,10,37
4279,46,10,19
4280,44,15,9
4281,48,6,11637
4282,53,14,203
4283,48,14,89
4284,41,13,20
4285,44,12,38
4286,50,13,94
4287,50,6,7548
4288,52,11,64
4289,24,13,24
4290,29,9,47
4291,37,5,57
4292,27,3,197
4293,46,10,68
4294,30,10,12
4295,54,10,11
4296,57,12,575
4297,51,13,69
4298,42,6,29
4299,31,11,372
4300,44,8,22
4301,47,9,22
4302,49,10,9
4303,46,11,22
4304,41,12,9
4305,21,2,32
4306,41,9,18741
4307,17,8,55504
4308,49,12,15
4309,41,11,3483
4310,53,10,68
4311,30,11,10
4312,42,11,389
4313,47,11,31
4314,32,13,11
4315,21,13,14
4316,48,7,820
4317,38,13,29
4318,46,9,40
4319,35,12,15
4320,47,10,18
4321,52,17,33
4322,12,15,9
4323,50,10,1262
4324,30,11,9
4325,40,10,281
4326,46,11,8
4327,57,12,73
4328,34,11,63
4329,40,12,114
4330,52,7,32
4331,44,11,55
4332,48,9,9
4333,53,12,63
4334,49,15,3287
4335,22,15,7
4336,27,11,66
4337,38,15,746
4338,46,13,50
4339,53,5,37
4340,46,6,27
4341,45,7,274
4342,34,11,2858
4343,51,12,77
4344,62,16,17
4345,52,10,279
4346,57,14,9
4347,51,14,9
4348,50,13,710
4349,50,13,200
4350,51,11,19
4351,43,8,175
4352,41,7,11
4353,50,12,62
4354,44,14,1110
4355,47,12,700
4356,42,10,237
4357,53,13,809
4358,37,11,24
4359,58,16,31
4360,10,12,64
4361,53,12,129
4362,48,10,16
4363,54,14,61
4364,39,8,34
4365,46,14,194
4366,53,14,13
4367,43,10,120
4368,52,9,30
4369,36,14,12
4370,49,8,35
4371,13,7,15403
4372,46,16,36
4373,30,9,1966
4374,50,12,29
4375,49,14,12
4376,51,7,369
4377,43,8,198
4378,51,15,14
4379,40,8,10
4380,48,8,704
4381,40,8,13
4382,47,7,897
4383,46,11,10
4384,55,12,35
4385,53,14,5810
4386,44,13,62
4387,47,11,66
4388,57,17,21
4389,40,8,12
4390,48,12,26
4391,42,13,9
4392,46,11,9
4393,63,11,276
4394,42,13,1782
4395,47,4,10990
4396,30,12,523
4397,32,10,37
4398,42,12,26
4399,47,9,8203
4400,42,10,17
4401,25,11,353
4402,45,9,119
4403,27,11,220
4404,47,12,2392
4405,31,12,1614
4406,55,10,4042
4407,29,8,607
4408,51,10,6
4409,39,10,103
4410,51,13,32
4411,46,13,37
4412,50,11,69
4413,55,14,16
4414,48,8,50
4415,51,14,92
4416,45,11,9
4417,47,15,25
4418,53,12,34
4419,48,8,61
4420,45,9,3718
4421,49,8,8
4422,43,7,24
4423,50,11,10879
4424,51,14,29
4425,49,6,49
4426,51,14,10
4427,48,9,1145
4428,41,13,607
4429,51,13,16
4430,41,12,1147
4431,54,15,15
4432,17,11,4399
4433,48,7,219
4434,39,9,64
4435,47,11,124
4436,52,12,356
4437,54,12,132
4438,46,10,53
4439,36,14,2306
4440,34,8,8
4441,46,8,614
4442,56,14,18
4443,48,14,18
4444,58,10,8
4445,58,15,20
4446,47,12,46
4447,42,13,245
4448,40,14,254
4449,52,4,362
4450,24,9,162
4451,54,9,23
4452,48,12,12
4453,54,13,10
4454,43,12,50
4455,42,11,25
4456,33,13,21
4457,37,10,178
4458,33,14,19
4459,42,12,15
4460,49,6,1638
4461,52,11,102
4462,35,13,9
4463,34,13,1932
4464,47,13,36
4465,55,13,43
4466,57,13,86
4467,55,8,25
4468,47,12,11851
4469,42,12,30
4470,56,10,21
4471,52,13,10
4472,57,11,29
4473,49,13,265
4474,52,15,13
4475,51,6,25
4476,50,12,23
4477,49,13,907
4478,47,16,15
4479,32,15,235
4480,41,11,34
4481,54,11,12
4482,30,12,14
4483,27,16,6
4484,39,12,161
4485,36,9,72
4486,53,10,224
4487,57,10,10319
4488,48,11,342
4489,48,9,16
4490,49,13,95
4491,51,12,7
4492,55,14,141
4493,42,10,43
4494,51,8,10
4495,41,11,11
4496,51,8,11
4497,22,10,51
4498,47,14,14
4499,51,13,36
4500,49,13,202
4501,38,8,133
4502,49,9,9
4503,49,10,268
4504,45,9,423
4505,39,12,89
4506,46,14,83
4507,48,8,15
4508,35,13,8
4509,50,11,72
4510,51,12,10
4511,34,10,33
4512,28,10,117
4513,51,14,51
4514,50,9,13378
4515,47,4,274
4516,49,15,26
4517,24,11,113
4518,43,12,4829
4519,47,15,14
4520,31,14,27
4521,49,13,152
4522,48,11,329
4523,40,14,8
4524,18,6,169
4525,51,12,11
4526,19,10,36
4527,44,11,10
4528,48,14,233
4529,46,10,18
4530,40,11,14
4531,57,13,455
4532,31,6,35
4533,31,14,17
4534,23,7,12
4535,50,12,77
4536,33,9,3237
4537,52,10,1227
4538,53,6,13
4539,25,9,492
4540,57,6,11
4541,34,9,21
4542,47,3,30
4543,35,10,29
4544,33,11,19
4545,48,6,15
4546,53,14,53
4547,47,7,335
4548,51,14,9
4549,51,12,3038
4550,35,11,225
4551,48,12,80
4552,53,6,27
4553,53,11,29
4554,39,14,10
4555,56,14,207
4556,47,6,2493
4557,44,12,9
4558,41,9,29
4559,48,11,75
4560,53,10,10
4561,28,6,26
4562,35,10,18
4563,42,8,40
4564,53,9,14
4565,49,9,84
4566,47,13,34
4567,47,8,18
4568,30,9,179
4569,43,15,5843
4570,53,3,99
4571,48,13,66256
4572,48,10,1230
4573,37,10,431
4574,45,9,153
4575,51,12,33
4576,46,7,114
4577,47,12,12
4578,47,12,17
4579,29,8,24
4580,49,7,72
4581,47,12,889
4582,38,12,339
4583,31,13,78
4584,55,14,11
4585,50,14,507
4586,57,14,356
4587,43,13,156
4588,53,11,12
4589,56,11,15
4590,45,10,2536
4591,49,6,75
4592,42,12,21
4593,51,11,196
4594,52,13,1892
4595,39,13,34
4596,49,9,59
4597,28,17,12
4598,17,13,8
4599,49,11,3191
4600,45,12,44
4601,54,14,27
4602,54,14,53
4603,45,9,41
4604,27,10,16131
4605,34,11,11
4606,50,8,1220
4607,49,8,58
4608,21,9,7
4609,58,8,8
4610,48,16,2280
4611,35,10,175
4612,56,15,305
4613,49,9,13
4614,45,11,604
4615,50,7,938
4616,56,9,13
4617,19,14,19
4618,49,14,17
4619,54,14,40
4620,49,14,99
4621,27,10,76
4622,49,12,24
4623,39,15,173
4624,29,14,140
4625,38,12,7
4626,56,11,131
4627,50,12,8
4628,48,12,24
4629,50,14,1105
4630,36,12,23
4631,53,11,8
4632,40,7,13
4633,59,17,1207
4634,10,11,1274
4635,48,12,510
4636,12,10,7
4637,33,7,83
4638,43,12,11
4639,56,10,5008
4640,50,7,4274
4641,43,11,23
4642,44,13,138
4643,57,15,26
4644,43,11,22
4645,46,9,38
4646,18,5,380
4647,47,8,194
4648,41,10,2320
4649,45,14,14
